Range	40.0dB	-107.0dBm
Fixed unit	1	gcs	-06.83282	 107.38730	491.0
Mobile unit	2	drone	-07.14406	 106.54141	1976.0
Latitude	Longitude	Rx(dB)	Best unit
-06.54324	 108.11700	-057.7	1
-06.54324	 108.12863	-058.0	1
-06.54324	 108.14024	-058.2	1
-06.54324	 108.15186	-058.1	1
-06.54324	 108.16348	-058.2	1
-06.54324	 108.17510	-058.4	1
-06.54324	 108.18671	-058.7	1
-06.54324	 108.19834	-058.9	1
-06.54324	 108.20996	-058.8	1
-06.54324	 108.22158	-058.4	1
-06.54324	 108.23319	-058.2	1
-06.54324	 108.24482	-057.7	1
-06.54324	 108.25644	-056.9	1
-06.54324	 108.26806	-056.3	1
-06.54324	 108.27968	-055.6	1
-06.54324	 108.29129	-055.2	1
-06.54324	 108.30292	-055.1	1
-06.54324	 108.31453	-054.8	1
-06.54324	 108.32616	-054.4	1
-06.54324	 108.33777	-054.1	1
-06.54324	 108.34939	-053.7	1
-06.54324	 108.36101	-053.6	1
-06.54324	 108.37263	-053.0	1
-06.54324	 108.38425	-052.8	1
-06.54324	 108.39587	-052.5	1
-06.54324	 108.40749	-052.4	1
-06.54324	 108.41911	-052.4	1
-06.54324	 108.43073	-052.1	1
-06.54324	 108.44234	-052.0	1
-06.54324	 108.45397	-052.0	1
-06.54324	 108.46559	-051.4	1
-06.54324	 108.47720	-051.4	1
-06.54324	 108.48884	-051.1	1
-06.54324	 108.50044	-051.1	1
-06.54324	 108.51207	-050.7	1
-06.54324	 108.52367	-050.8	1
-06.55478	 106.24627	-048.9	1
-06.55478	 106.25789	-048.6	1
-06.55478	 106.26950	-048.3	1
-06.55478	 106.28112	-048.2	1
-06.55478	 106.29274	-047.8	1
-06.55478	 106.30437	-047.1	1
-06.55478	 106.31598	-046.1	1
-06.55478	 106.32760	-045.5	1
-06.55478	 106.33922	-044.8	1
-06.55478	 106.35085	-044.2	1
-06.55478	 106.36246	-043.5	1
-06.55478	 106.37408	-043.2	1
-06.55478	 106.38570	-042.8	1
-06.55478	 106.39732	-042.1	1
-06.55478	 106.40894	-040.3	1
-06.55478	 106.42056	-039.5	1
-06.55478	 106.43217	-038.4	1
-06.55478	 106.44380	-037.2	1
-06.55478	 106.45541	-034.4	1
-06.55478	 106.46704	-029.4	1
-06.55478	 106.47865	-030.5	1
-06.55478	 106.49027	-035.0	1
-06.55478	 106.50189	-035.4	1
-06.55478	 106.51352	-035.2	1
-06.55477	 106.52513	-034.2	1
-06.55478	 106.53675	-033.6	1
-06.55478	 106.54837	-033.6	1
-06.55478	 106.56000	-035.6	1
-06.55478	 106.57161	-035.5	1
-06.55478	 106.58324	-036.6	1
-06.55477	 106.59485	-038.2	1
-06.55478	 106.60647	-038.1	1
-06.55478	 106.61810	-037.3	1
-06.55478	 106.62971	-037.8	1
-06.55478	 106.64133	-039.7	1
-06.55478	 106.65294	-040.1	1
-06.55478	 106.66457	-040.5	1
-06.55478	 106.67619	-040.1	1
-06.55478	 106.68780	-037.7	1
-06.55478	 106.69942	-036.1	1
-06.55478	 106.71104	-037.5	1
-06.55478	 106.72266	-038.6	1
-06.55478	 106.73428	-038.6	1
-06.55478	 106.74590	-038.4	1
-06.55478	 106.75752	-037.6	1
-06.55478	 106.76914	-036.6	1
-06.55478	 106.78076	-034.5	1
-06.55478	 106.79239	-034.6	1
-06.55478	 106.80400	-032.2	1
-06.55478	 106.81562	-031.1	1
-06.55478	 106.82723	-022.7	1
-06.55478	 106.83886	-006.4	1
-06.55478	 106.85049	 021.2	1
-06.55478	 106.86210	 020.2	1
-06.55478	 106.87372	 020.4	1
-06.55478	 106.88533	 027.3	1
-06.55478	 106.89696	 019.8	1
-06.55478	 106.90858	 026.2	1
-06.55478	 106.92019	 026.3	1
-06.55478	 106.93182	 023.4	1
-06.55478	 106.94344	 026.3	1
-06.55478	 106.95506	 019.7	1
-06.55478	 106.96667	 022.3	1
-06.55478	 106.97829	 022.0	1
-06.55478	 106.98991	 022.2	1
-06.55478	 107.00154	 023.0	1
-06.55478	 107.01315	 023.9	1
-06.55478	 107.02477	 022.6	1
-06.55478	 107.03640	 024.0	1
-06.55478	 107.04801	 023.2	1
-06.55478	 107.05962	 024.5	1
-06.55478	 107.07125	 024.6	1
-06.55478	 107.08287	 024.8	1
-06.55478	 107.09449	 023.6	1
-06.55478	 107.10611	 024.9	1
-06.55478	 107.11773	 024.4	1
-06.55478	 107.12936	 024.1	1
-06.55478	 107.14098	 025.0	1
-06.55478	 107.15258	 024.3	1
-06.55478	 107.16421	 026.1	1
-06.55478	 107.17583	 025.4	1
-06.55478	 107.18744	 025.4	1
-06.55478	 107.19905	 026.4	1
-06.55478	 107.21068	 026.8	1
-06.55478	 107.22231	 026.8	1
-06.55478	 107.23392	 027.1	1
-06.55478	 107.24554	 026.0	1
-06.55478	 107.25716	 027.2	1
-06.55478	 107.26879	 027.5	1
-06.55478	 107.28040	 026.5	1
-06.55478	 107.29202	 027.1	1
-06.55478	 107.30363	 027.9	1
-06.55478	 107.31526	 027.7	1
-06.55478	 107.32688	 027.2	1
-06.55478	 107.33850	 028.2	1
-06.55478	 107.35013	 027.7	1
-06.55478	 107.36174	 028.0	1
-06.55478	 107.37336	 026.8	1
-06.55478	 107.38498	 026.7	1
-06.55478	 107.39660	 027.1	1
-06.55478	 107.40822	 027.5	1
-06.55478	 107.41983	 027.0	1
-06.55478	 107.43145	 027.3	1
-06.55478	 107.44308	 027.1	1
-06.55478	 107.45469	 027.7	1
-06.55478	 107.46632	 027.6	1
-06.55478	 107.47794	 027.8	1
-06.55478	 107.48956	 027.7	1
-06.55478	 107.50117	 026.1	1
-06.55478	 107.51279	 025.8	1
-06.55478	 107.52441	 026.1	1
-06.55478	 107.53603	 025.6	1
-06.55478	 107.54765	 027.1	1
-06.55478	 107.55927	 026.6	1
-06.55478	 107.57088	 026.0	1
-06.55478	 107.58251	 024.9	1
-06.55478	 107.59412	 026.4	1
-06.55478	 107.60575	 024.6	1
-06.55478	 107.61737	 025.7	1
-06.55478	 107.62900	 025.9	1
-06.55478	 107.64061	 025.3	1
-06.55478	 107.65223	 005.1	1
-06.55478	 107.66385	-001.2	1
-06.55478	 107.67548	-000.9	1
-06.55478	 107.68709	 017.6	1
-06.55478	 107.69870	-005.2	1
-06.55478	 107.71032	-011.5	1
-06.55478	 107.72195	-013.3	1
-06.55478	 107.73356	-017.2	1
-06.55478	 107.74518	-020.4	1
-06.55478	 107.75681	-020.3	1
-06.55478	 107.76842	-020.8	1
-06.55478	 107.78004	-023.3	1
-06.55478	 107.79166	-026.5	1
-06.55478	 107.80328	-029.3	1
-06.55478	 107.81490	-033.4	1
-06.55478	 107.82652	-037.2	1
-06.55478	 107.83813	-039.7	1
-06.55478	 107.84976	-042.0	1
-06.55477	 107.86137	-044.7	1
-06.55478	 107.87300	-046.3	1
-06.55478	 107.88463	-048.5	1
-06.55478	 107.89624	-049.1	1
-06.55478	 107.90785	-049.2	1
-06.55478	 107.91948	-050.4	1
-06.55477	 107.93110	-051.8	1
-06.55478	 107.94272	-051.9	1
-06.55478	 107.95434	-052.9	1
-06.55478	 107.96596	-053.7	1
-06.55478	 107.97757	-053.7	1
-06.55478	 107.98919	-054.0	1
-06.55478	 108.00082	-054.3	1
-06.55478	 108.01243	-054.2	1
-06.55478	 108.02406	-054.8	1
-06.55478	 108.03568	-055.6	1
-06.55478	 108.04729	-055.9	1
-06.55478	 108.05891	-055.7	1
-06.55478	 108.07053	-056.2	1
-06.55478	 108.08215	-057.0	1
-06.55478	 108.09377	-057.6	1
-06.55478	 108.10539	-057.8	1
-06.55478	 108.11700	-057.8	1
-06.55478	 108.12862	-057.9	1
-06.55478	 108.14025	-058.1	1
-06.55478	 108.15186	-058.5	1
-06.55478	 108.16349	-058.9	1
-06.55478	 108.17511	-058.9	1
-06.55478	 108.18672	-058.4	1
-06.55478	 108.19835	-058.0	1
-06.55478	 108.20997	-057.8	1
-06.55478	 108.22159	-057.1	1
-06.55478	 108.23321	-056.7	1
-06.55478	 108.24483	-055.9	1
-06.55478	 108.25644	-055.6	1
-06.55478	 108.26806	-055.3	1
-06.55478	 108.27968	-054.7	1
-06.55478	 108.29131	-054.4	1
-06.55478	 108.30292	-053.7	1
-06.55478	 108.31453	-053.6	1
-06.55478	 108.32616	-053.1	1
-06.55477	 108.33778	-052.9	1
-06.55478	 108.34940	-052.5	1
-06.55478	 108.36102	-052.0	1
-06.55478	 108.37264	-052.0	1
-06.55478	 108.38426	-051.6	1
-06.55478	 108.39587	-051.6	1
-06.55477	 108.40750	-051.6	1
-06.55478	 108.41912	-051.4	1
-06.55478	 108.43074	-051.0	1
-06.55478	 108.44236	-051.3	1
-06.55478	 108.45398	-050.7	1
-06.55478	 108.46560	-050.9	1
-06.55478	 108.47720	-050.5	1
-06.55478	 108.48884	-050.3	1
-06.55478	 108.50046	-050.1	1
-06.55478	 108.51207	-050.2	1
-06.55478	 108.52368	-050.5	1
-06.56631	 106.24626	-048.3	1
-06.56631	 106.25787	-047.8	1
-06.56631	 106.26950	-047.9	1
-06.56631	 106.28112	-047.3	1
-06.56631	 106.29272	-047.3	1
-06.56631	 106.30436	-047.3	1
-06.56631	 106.31598	-047.3	1
-06.56631	 106.32759	-047.6	1
-06.56631	 106.33921	-046.2	1
-06.56631	 106.35084	-045.8	1
-06.56631	 106.36245	-045.1	1
-06.56631	 106.37407	-044.2	1
-06.56631	 106.38569	-043.0	1
-06.56631	 106.39732	-041.6	1
-06.56631	 106.40894	-042.9	1
-06.56631	 106.42055	-041.2	1
-06.56631	 106.43217	-040.4	1
-06.56631	 106.44379	-038.8	1
-06.56631	 106.45540	-037.4	1
-06.56631	 106.46703	-036.6	1
-06.56631	 106.47865	-036.2	1
-06.56631	 106.49026	-035.2	1
-06.56631	 106.50189	-035.1	1
-06.56631	 106.51351	-035.2	1
-06.56631	 106.52513	-034.3	1
-06.56631	 106.53675	-033.5	1
-06.56631	 106.54836	-033.6	1
-06.56631	 106.55999	-034.4	1
-06.56631	 106.57160	-034.2	1
-06.56631	 106.58323	-034.5	1
-06.56631	 106.59484	-035.7	1
-06.56631	 106.60646	-035.5	1
-06.56631	 106.61808	-036.6	1
-06.56631	 106.62970	-037.7	1
-06.56631	 106.64132	-036.9	1
-06.56631	 106.65294	-037.3	1
-06.56631	 106.66457	-037.6	1
-06.56631	 106.67618	-039.1	1
-06.56631	 106.68780	-040.6	1
-06.56631	 106.69942	-040.8	1
-06.56631	 106.71104	-038.7	1
-06.56631	 106.72266	-035.9	1
-06.56631	 106.73427	-035.8	1
-06.56631	 106.74590	-037.8	1
-06.56631	 106.75752	-038.1	1
-06.56631	 106.76914	-037.6	1
-06.56631	 106.78075	-036.7	1
-06.56631	 106.79238	-035.4	1
-06.56631	 106.80399	-033.7	1
-06.56631	 106.81561	-033.8	1
-06.56631	 106.82723	-030.6	1
-06.56631	 106.83886	-029.1	1
-06.56631	 106.85047	-017.0	1
-06.56631	 106.86209	 021.3	1
-06.56631	 106.87371	 022.0	1
-06.56631	 106.88532	 020.8	1
-06.56631	 106.89696	 023.2	1
-06.56631	 106.90857	 025.3	1
-06.56631	 106.92020	 023.8	1
-06.56631	 106.93181	 027.9	1
-06.56631	 106.94344	 027.9	1
-06.56631	 106.95506	 026.5	1
-06.56631	 106.96666	 025.7	1
-06.56631	 106.97829	 022.8	1
-06.56631	 106.98991	 022.6	1
-06.56631	 107.00153	 023.8	1
-06.56631	 107.01314	 023.0	1
-06.56631	 107.02477	 023.4	1
-06.56631	 107.03639	 024.4	1
-06.56631	 107.04800	 024.6	1
-06.56631	 107.05962	 024.6	1
-06.56631	 107.07124	 023.3	1
-06.56631	 107.08287	 024.1	1
-06.56631	 107.09448	 023.6	1
-06.56631	 107.10610	 024.9	1
-06.56631	 107.11772	 024.9	1
-06.56631	 107.12935	 024.2	1
-06.56631	 107.14096	 025.3	1
-06.56631	 107.15257	 025.6	1
-06.56631	 107.16420	 025.6	1
-06.56631	 107.17582	 026.6	1
-06.56631	 107.18744	 026.8	1
-06.56631	 107.19905	 025.6	1
-06.56631	 107.21068	 026.0	1
-06.56631	 107.22231	 025.6	1
-06.56631	 107.23392	 026.5	1
-06.56631	 107.24553	 026.6	1
-06.56631	 107.25716	 027.5	1
-06.56631	 107.26878	 027.5	1
-06.56631	 107.28040	 028.0	1
-06.56631	 107.29202	 027.8	1
-06.56631	 107.30363	 027.3	1
-06.56631	 107.31525	 027.8	1
-06.56631	 107.32687	 027.1	1
-06.56631	 107.33849	 028.5	1
-06.56631	 107.35011	 028.6	1
-06.56631	 107.36174	 027.3	1
-06.56631	 107.37334	 028.6	1
-06.56631	 107.38498	 027.0	1
-06.56631	 107.39659	 028.2	1
-06.56631	 107.40821	 028.6	1
-06.56631	 107.41983	 028.2	1
-06.56631	 107.43144	 026.9	1
-06.56631	 107.44307	 027.8	1
-06.56631	 107.45468	 027.8	1
-06.56631	 107.46631	 026.6	1
-06.56631	 107.47793	 027.8	1
-06.56631	 107.48956	 027.6	1
-06.56631	 107.50117	 026.3	1
-06.56631	 107.51279	 026.5	1
-06.56631	 107.52441	 027.0	1
-06.56631	 107.53602	 026.1	1
-06.56631	 107.54764	 025.7	1
-06.56631	 107.55926	 027.2	1
-06.56631	 107.57088	 027.0	1
-06.56631	 107.58250	 026.3	1
-06.56631	 107.59412	 025.1	1
-06.56631	 107.60574	 025.2	1
-06.56631	 107.61736	 025.3	1
-06.56631	 107.62898	 025.2	1
-06.56631	 107.64061	 023.9	1
-06.56631	 107.65222	 007.0	1
-06.56631	 107.66383	 019.3	1
-06.56631	 107.67546	 023.3	1
-06.56631	 107.68708	 019.0	1
-06.56631	 107.69870	-007.0	1
-06.56631	 107.71032	-012.4	1
-06.56631	 107.72194	-016.1	1
-06.56631	 107.73355	-018.3	1
-06.56631	 107.74518	-018.5	1
-06.56631	 107.75680	-020.0	1
-06.56631	 107.76842	-023.3	1
-06.56631	 107.78004	-026.5	1
-06.56631	 107.79165	-030.8	1
-06.56631	 107.80327	-034.5	1
-06.56631	 107.81490	-038.2	1
-06.56631	 107.82651	-040.8	1
-06.56631	 107.83813	-043.1	1
-06.56631	 107.84975	-045.4	1
-06.56631	 107.86137	-047.9	1
-06.56631	 107.87300	-048.8	1
-06.56631	 107.88461	-048.8	1
-06.56631	 107.89622	-049.9	1
-06.56631	 107.90785	-051.6	1
-06.56631	 107.91946	-051.6	1
-06.56631	 107.93110	-052.8	1
-06.56631	 107.94271	-053.2	1
-06.56631	 107.95432	-053.4	1
-06.56631	 107.96594	-053.7	1
-06.56631	 107.97757	-054.0	1
-06.56631	 107.98918	-053.9	1
-06.56631	 108.00081	-055.0	1
-06.56631	 108.01243	-055.2	1
-06.56631	 108.02404	-055.7	1
-06.56631	 108.03568	-055.7	1
-06.56631	 108.04728	-056.3	1
-06.56631	 108.05891	-056.8	1
-06.56631	 108.07053	-057.5	1
-06.56631	 108.08215	-057.7	1
-06.56631	 108.09376	-057.7	1
-06.56631	 108.10538	-057.8	1
-06.56631	 108.11700	-058.3	1
-06.56631	 108.12862	-058.5	1
-06.56631	 108.14024	-058.8	1
-06.56631	 108.15186	-058.4	1
-06.56631	 108.16349	-058.1	1
-06.56631	 108.17510	-057.7	1
-06.56631	 108.18671	-057.0	1
-06.56631	 108.19834	-056.5	1
-06.56631	 108.20995	-056.0	1
-06.56631	 108.22158	-055.7	1
-06.56631	 108.23320	-055.3	1
-06.56631	 108.24482	-055.1	1
-06.56631	 108.25643	-054.7	1
-06.56631	 108.26806	-053.9	1
-06.56631	 108.27967	-053.5	1
-06.56631	 108.29130	-052.7	1
-06.56631	 108.30292	-052.4	1
-06.56631	 108.31453	-051.9	1
-06.56631	 108.32616	-051.7	1
-06.56631	 108.33778	-051.4	1
-06.56631	 108.34940	-051.2	1
-06.56631	 108.36102	-051.3	1
-06.56631	 108.37263	-051.3	1
-06.56631	 108.38425	-051.1	1
-06.56631	 108.39587	-050.8	1
-06.56631	 108.40749	-051.0	1
-06.56631	 108.41911	-050.5	1
-06.56631	 108.43073	-050.2	1
-06.56631	 108.44234	-050.0	1
-06.56631	 108.45397	-049.7	1
-06.56631	 108.46559	-049.8	1
-06.56631	 108.47721	-049.9	1
-06.56631	 108.48883	-050.2	1
-06.56631	 108.50045	-049.8	1
-06.56631	 108.51206	-049.9	1
-06.56631	 108.52368	-050.0	1
-06.57785	 106.24627	-048.6	1
-06.57785	 106.25788	-046.9	1
-06.57785	 106.26950	-046.3	1
-06.57785	 106.28113	-046.4	1
-06.57785	 106.29274	-046.3	1
-06.57785	 106.30436	-046.4	1
-06.57785	 106.31598	-047.1	1
-06.57785	 106.32760	-046.6	1
-06.57785	 106.33922	-045.8	1
-06.57785	 106.35085	-045.7	1
-06.57785	 106.36246	-045.7	1
-06.57785	 106.37408	-045.6	1
-06.57785	 106.38570	-044.9	1
-06.57785	 106.39732	-044.6	1
-06.57785	 106.40894	-044.4	1
-06.57785	 106.42056	-042.2	1
-06.57785	 106.43218	-040.6	1
-06.57785	 106.44380	-040.1	1
-06.57785	 106.45541	-038.1	1
-06.57785	 106.46703	-038.3	1
-06.57785	 106.47865	-038.4	1
-06.57785	 106.49027	-037.5	1
-06.57785	 106.50188	-036.8	1
-06.57785	 106.51352	-036.2	1
-06.57785	 106.52513	-034.8	1
-06.57785	 106.53676	-033.6	1
-06.57785	 106.54837	-034.2	1
-06.57785	 106.56000	-034.0	1
-06.57785	 106.57161	-034.1	1
-06.57785	 106.58324	-033.3	1
-06.57785	 106.59485	-033.6	1
-06.57785	 106.60647	-033.2	1
-06.57785	 106.61810	-033.3	1
-06.57785	 106.62971	-034.4	1
-06.57785	 106.64133	-034.0	1
-06.57785	 106.65295	-035.5	1
-06.57785	 106.66457	-036.6	1
-06.57785	 106.67619	-036.6	1
-06.57785	 106.68781	-036.5	1
-06.57785	 106.69942	-038.0	1
-06.57785	 106.71105	-038.7	1
-06.57785	 106.72267	-040.5	1
-06.57785	 106.73428	-039.2	1
-06.57785	 106.74590	-035.7	1
-06.57785	 106.75753	-033.4	1
-06.57785	 106.76915	-036.2	1
-06.57785	 106.78075	-036.6	1
-06.57785	 106.79238	-036.3	1
-06.57785	 106.80400	-036.0	1
-06.57785	 106.81562	-033.5	1
-06.57785	 106.82723	-031.8	1
-06.57785	 106.83886	-031.0	1
-06.57785	 106.85048	-028.4	1
-06.57785	 106.86210	-024.5	1
-06.57785	 106.87372	 021.8	1
-06.57785	 106.88533	 020.8	1
-06.57785	 106.89696	 021.9	1
-06.57785	 106.90858	 027.5	1
-06.57785	 106.92020	 005.8	1
-06.57785	 106.93181	 028.2	1
-06.57785	 106.94344	 026.7	1
-06.57785	 106.95506	 028.3	1
-06.57785	 106.96667	 024.0	1
-06.57785	 106.97829	 027.3	1
-06.57785	 106.98991	 024.1	1
-06.57785	 107.00154	 022.8	1
-06.57785	 107.01315	 023.5	1
-06.57785	 107.02477	 023.1	1
-06.57785	 107.03639	 023.8	1
-06.57785	 107.04801	 024.6	1
-06.57785	 107.05962	 024.9	1
-06.57785	 107.07124	 024.6	1
-06.57785	 107.08288	 024.3	1
-06.57785	 107.09448	 025.4	1
-06.57785	 107.10611	 025.5	1
-06.57785	 107.11773	 024.7	1
-06.57785	 107.12936	 024.4	1
-06.57785	 107.14097	 024.7	1
-06.57785	 107.15259	 025.8	1
-06.57785	 107.16421	 026.2	1
-06.57785	 107.17583	 025.6	1
-06.57785	 107.18745	 025.9	1
-06.57785	 107.19907	 025.6	1
-06.57785	 107.21068	 027.0	1
-06.57785	 107.22231	 027.5	1
-06.57785	 107.23392	 027.0	1
-06.57785	 107.24554	 026.7	1
-06.57785	 107.25717	 026.3	1
-06.57785	 107.26878	 027.7	1
-06.57785	 107.28041	 027.2	1
-06.57785	 107.29202	 028.4	1
-06.57785	 107.30364	 028.6	1
-06.57785	 107.31526	 027.0	1
-06.57785	 107.32688	 028.8	1
-06.57785	 107.33850	 027.2	1
-06.57785	 107.35012	 028.0	1
-06.57785	 107.36174	 028.0	1
-06.57785	 107.37335	 028.2	1
-06.57785	 107.38498	 028.4	1
-06.57785	 107.39659	 028.2	1
-06.57785	 107.40822	 028.0	1
-06.57785	 107.41984	 028.9	1
-06.57785	 107.43146	 028.5	1
-06.57785	 107.44308	 028.5	1
-06.57785	 107.45469	 028.0	1
-06.57785	 107.46632	 028.1	1
-06.57785	 107.47794	 027.2	1
-06.57785	 107.48955	 026.9	1
-06.57785	 107.50117	 027.8	1
-06.57785	 107.51279	 027.7	1
-06.57785	 107.52441	 027.3	1
-06.57785	 107.53603	 027.8	1
-06.57785	 107.54765	 027.6	1
-06.57785	 107.55927	 025.8	1
-06.57785	 107.57088	 026.7	1
-06.57785	 107.58250	 027.0	1
-06.57785	 107.59413	 025.5	1
-06.57785	 107.60574	 025.5	1
-06.57785	 107.61736	 024.9	1
-06.57785	 107.62899	 025.9	1
-06.57785	 107.64061	 023.9	1
-06.57785	 107.65223	 022.8	1
-06.57785	 107.66384	 025.2	1
-06.57785	 107.67548	 021.4	1
-06.57785	 107.68708	 018.7	1
-06.57785	 107.69870	-008.8	1
-06.57785	 107.71033	-014.0	1
-06.57785	 107.72195	-017.1	1
-06.57785	 107.73356	-015.3	1
-06.57785	 107.74518	-017.5	1
-06.57785	 107.75681	-022.8	1
-06.57785	 107.76842	-026.7	1
-06.57785	 107.78004	-031.5	1
-06.57785	 107.79166	-035.9	1
-06.57785	 107.80328	-039.3	1
-06.57785	 107.81490	-041.9	1
-06.57785	 107.82652	-044.0	1
-06.57785	 107.83814	-046.5	1
-06.57785	 107.84976	-048.3	1
-06.57785	 107.86138	-048.2	1
-06.57785	 107.87300	-049.3	1
-06.57785	 107.88462	-051.4	1
-06.57785	 107.89624	-051.2	1
-06.57785	 107.90785	-052.6	1
-06.57785	 107.91948	-053.1	1
-06.57785	 107.93109	-053.1	1
-06.57785	 107.94272	-053.4	1
-06.57785	 107.95433	-053.7	1
-06.57785	 107.96597	-053.7	1
-06.57785	 107.97757	-054.8	1
-06.57785	 107.98919	-054.9	1
-06.57785	 108.00082	-055.0	1
-06.57785	 108.01244	-055.6	1
-06.57785	 108.02405	-056.4	1
-06.57785	 108.03568	-057.1	1
-06.57785	 108.04729	-057.4	1
-06.57785	 108.05891	-057.4	1
-06.57785	 108.07053	-057.6	1
-06.57785	 108.08215	-057.8	1
-06.57785	 108.09377	-058.1	1
-06.57785	 108.10538	-058.6	1
-06.57785	 108.11700	-058.2	1
-06.57785	 108.12863	-057.7	1
-06.57785	 108.14024	-057.4	1
-06.57785	 108.15186	-056.8	1
-06.57785	 108.16350	-056.1	1
-06.57785	 108.17511	-055.7	1
-06.57785	 108.18673	-055.4	1
-06.57785	 108.19835	-055.1	1
-06.57785	 108.20998	-054.8	1
-06.57785	 108.22158	-054.3	1
-06.57785	 108.23321	-053.9	1
-06.57785	 108.24483	-053.4	1
-06.57785	 108.25644	-052.7	1
-06.57785	 108.26806	-052.3	1
-06.57785	 108.27968	-051.7	1
-06.57785	 108.29131	-051.5	1
-06.57785	 108.30292	-051.3	1
-06.57785	 108.31454	-050.8	1
-06.57785	 108.32616	-051.0	1
-06.57785	 108.33778	-050.7	1
-06.57785	 108.34940	-050.4	1
-06.57785	 108.36102	-050.5	1
-06.57785	 108.37264	-050.2	1
-06.57785	 108.38425	-050.1	1
-06.57785	 108.39588	-050.0	1
-06.57785	 108.40749	-049.6	1
-06.57785	 108.41912	-049.6	1
-06.57785	 108.43073	-049.5	1
-06.57785	 108.44234	-049.6	1
-06.57785	 108.45397	-049.4	1
-06.57785	 108.46559	-049.5	1
-06.57785	 108.47721	-049.4	1
-06.57785	 108.48884	-049.6	1
-06.57785	 108.50044	-049.8	1
-06.57785	 108.51206	-050.1	1
-06.57785	 108.52370	-049.9	1
-06.57785	 108.53532	-050.0	1
-06.58939	 106.23465	-051.1	1
-06.58939	 106.24625	-050.5	1
-06.58939	 106.25787	-047.2	1
-06.58939	 106.26950	-046.0	1
-06.58939	 106.28112	-047.0	1
-06.58939	 106.29272	-046.8	1
-06.58939	 106.30435	-045.8	1
-06.58939	 106.31597	-046.2	1
-06.58939	 106.32759	-045.0	1
-06.58939	 106.33921	-044.3	1
-06.58939	 106.35084	-044.4	1
-06.58939	 106.36246	-044.2	1
-06.58939	 106.37407	-045.1	1
-06.58939	 106.38569	-045.8	1
-06.58939	 106.39732	-045.4	1
-06.58939	 106.40894	-046.2	1
-06.58939	 106.42056	-044.4	1
-06.58939	 106.43217	-043.1	1
-06.58939	 106.44379	-041.8	1
-06.58939	 106.45541	-040.5	1
-06.58939	 106.46703	-039.1	1
-06.58939	 106.47865	-038.0	1
-06.58939	 106.49026	-038.1	1
-06.58939	 106.50188	-038.5	1
-06.58939	 106.51351	-038.7	1
-06.58939	 106.52512	-037.6	1
-06.58939	 106.53674	-037.3	1
-06.58939	 106.54836	-036.8	1
-06.58939	 106.56000	-034.7	1
-06.58939	 106.57160	-032.1	1
-06.58939	 106.58323	-032.3	1
-06.58939	 106.59484	-032.2	1
-06.58939	 106.60646	-032.9	1
-06.58939	 106.61808	-031.9	1
-06.58939	 106.62970	-031.9	1
-06.58939	 106.64132	-032.1	1
-06.58939	 106.65294	-031.6	1
-06.58939	 106.66457	-032.9	1
-06.58939	 106.67618	-032.7	1
-06.58939	 106.68781	-034.3	1
-06.58939	 106.69942	-035.5	1
-06.58939	 106.71104	-035.9	1
-06.58939	 106.72266	-035.9	1
-06.58939	 106.73428	-037.2	1
-06.58939	 106.74590	-039.0	1
-06.58939	 106.75752	-039.4	1
-06.58939	 106.76913	-036.1	1
-06.58939	 106.78075	-033.1	1
-06.58939	 106.79238	-032.7	1
-06.58939	 106.80399	-034.9	1
-06.58939	 106.81561	-034.6	1
-06.58939	 106.82723	-033.6	1
-06.58939	 106.83886	-030.3	1
-06.58939	 106.85048	-029.7	1
-06.58939	 106.86209	-025.3	1
-06.58939	 106.87372	-021.5	1
-06.58939	 106.88533	-014.4	1
-06.58939	 106.89695	 021.7	1
-06.58939	 106.90857	 026.1	1
-06.58939	 106.92018	 027.8	1
-06.58939	 106.93181	 028.1	1
-06.58939	 106.94344	 017.9	1
-06.58939	 106.95506	 028.1	1
-06.58939	 106.96667	 010.1	1
-06.58939	 106.97829	 028.5	1
-06.58939	 106.98991	 027.3	1
-06.58939	 107.00154	 024.4	1
-06.58939	 107.01315	 024.3	1
-06.58939	 107.02477	 024.1	1
-06.58939	 107.03639	 024.1	1
-06.58939	 107.04800	 024.7	1
-06.58939	 107.05962	 024.2	1
-06.58939	 107.07124	 024.1	1
-06.58939	 107.08286	 024.3	1
-06.58939	 107.09448	 023.9	1
-06.58939	 107.10609	 025.7	1
-06.58939	 107.11772	 024.3	1
-06.58939	 107.12935	 024.5	1
-06.58939	 107.14096	 025.6	1
-06.58939	 107.15257	 026.7	1
-06.58939	 107.16421	 025.7	1
-06.58939	 107.17583	 025.4	1
-06.58939	 107.18744	 027.0	1
-06.58939	 107.19906	 027.3	1
-06.58939	 107.21068	 026.9	1
-06.58939	 107.22231	 027.6	1
-06.58939	 107.23391	 028.0	1
-06.58939	 107.24553	 027.9	1
-06.58939	 107.25716	 026.7	1
-06.58939	 107.26878	 027.8	1
-06.58939	 107.28040	 028.7	1
-06.58939	 107.29201	 027.3	1
-06.58939	 107.30364	 027.4	1
-06.58939	 107.31525	 028.8	1
-06.58939	 107.32687	 028.2	1
-06.58939	 107.33849	 029.1	1
-06.58939	 107.35011	 028.8	1
-06.58939	 107.36172	 029.3	1
-06.58939	 107.37334	 029.3	1
-06.58939	 107.38497	 028.6	1
-06.58939	 107.39659	 029.5	1
-06.58939	 107.40821	 027.7	1
-06.58939	 107.41983	 030.2	1
